	Genome	start	end	CRC	control
26	GUT_GENOME143505_1	1100000	1200000	0.7560321715817694	0.620253164556962
27	GUT_GENOME143505_1	1000000	1100000	0.7479892761394102	0.6708860759493671
28	GUT_GENOME143505_1	1800000	1900000	0.7613941018766756	0.6683544303797468
29	GUT_GENOME143505_1	2100000	2200000	0.739946380697051	0.6303797468354431
30	GUT_GENOME143505_1	2300000	2400000	0.7828418230563002	0.6506329113924051
31	GUT_GENOME143505_1	2400000	2500000	0.6273458445040214	0.5544303797468354
32	GUT_GENOME143505_1	2700000	2800000	0.6916890080428955	0.579746835443038
33	GUT_GENOME143505_1	3800000	3900000	0.6166219839142091	0.5544303797468354
34	GUT_GENOME143505_1	1500000	1600000	0.7560321715817694	0.6354430379746835
35	GUT_GENOME143505_1	3200000	3300000	0.6621983914209115	0.5822784810126582
36	GUT_GENOME143505_1	2900000	3000000	0.6273458445040214	0.5392405063291139
37	GUT_GENOME143505_1	2200000	2300000	0.7131367292225201	0.5949367088607594
38	GUT_GENOME143505_1	3100000	3200000	0.7131367292225201	0.6430379746835443
39	GUT_GENOME143505_1	3400000	3500000	0.34048257372654156	0.25569620253164554
40	GUT_GENOME143505_1	100000	200000	0.7587131367292225	0.6784810126582278
41	GUT_GENOME143505_1	500000	600000	0.6916890080428955	0.5620253164556962
42	GUT_GENOME143505_1	4300000	4400000	0.707774798927614	0.6126582278481013
43	GUT_GENOME143505_1	3600000	3700000	0.6916890080428955	0.6025316455696202
44	GUT_GENOME143505_1	4600000	4700000	0.6595174262734584	0.5594936708860759
45	GUT_GENOME143505_1	1900000	2000000	0.5522788203753352	0.48860759493670886
46	GUT_GENOME143505_1	300000	400000	0.7453083109919572	0.6
47	GUT_GENOME143505_1	5300000	5400000	0.6487935656836461	0.5569620253164557
48	GUT_GENOME143505_1	200000	300000	0.6112600536193029	0.5189873417721519
49	GUT_GENOME143505_1	5000000	5100000	0.5951742627345844	0.4835443037974684
50	GUT_GENOME143505_1	2500000	2600000	0.7694369973190348	0.6531645569620254
51	GUT_GENOME143505_1	5400000	5500000	0.67828418230563	0.6278481012658228
52	GUT_GENOME143505_1	2000000	2100000	0.45308310991957107	0.37721518987341773
53	GUT_GENOME143505_1	4000000	4100000	0.7050938337801609	0.579746835443038
54	GUT_GENOME143505_1	3500000	3600000	0.4718498659517426	0.3924050632911392
55	GUT_GENOME144544_1	200000	300000	0.22788203753351208	0.16455696202531644
56	GUT_GENOME144544_1	2400000	2500000	0.21447721179624665	0.1569620253164557
57	GUT_GENOME144544_1	2500000	2600000	0.2949061662198391	0.22784810126582278
58	GUT_GENOME144544_1	100000	200000	0.20911528150134048	0.14430379746835442
59	GUT_GENOME144544_1	4500000	4600000	0.2707774798927614	0.16455696202531644
60	GUT_GENOME144544_1	500000	600000	0.3190348525469169	0.22531645569620254
61	GUT_GENOME144544_1	3900000	4000000	0.23324396782841822	0.17721518987341772
62	GUT_GENOME144544_1	2200000	2300000	0.2359249329758713	0.14430379746835442
63	GUT_GENOME144544_1	2900000	3000000	0.21983914209115282	0.14177215189873418
64	GUT_GENOME144544_1	3100000	3200000	0.28150134048257375	0.19240506329113924
65	GUT_GENOME144544_1	3500000	3600000	0.21715817694369974	0.1518987341772152
66	GUT_GENOME144544_1	4100000	4200000	0.2734584450402145	0.17974683544303796
67	GUT_GENOME144544_1	1300000	1400000	0.225201072386059	0.16962025316455695
68	GUT_GENOME144544_1	3200000	3300000	0.24664879356568364	0.1848101265822785
69	GUT_GENOME144544_1	4000000	4100000	0.32707774798927614	0.22784810126582278
70	GUT_GENOME144544_1	700000	800000	0.2734584450402145	0.19746835443037974
71	GUT_GENOME144544_1	1500000	1600000	0.19302949061662197	0.15949367088607594
72	GUT_GENOME144544_1	2000000	2100000	0.24128686327077747	0.17721518987341772
73	GUT_GENOME144544_1	4300000	4400000	0.2868632707774799	0.17974683544303796
74	GUT_GENOME144544_1	900000	1000000	0.24932975871313673	0.16455696202531644
75	GUT_GENOME144544_1	1800000	1900000	0.2064343163538874	0.14430379746835442
76	GUT_GENOME144544_1	2100000	2200000	0.19571045576407506	0.15949367088607594
77	GUT_GENOME144544_1	3700000	3800000	0.24396782841823056	0.17215189873417722
78	GUT_GENOME144544_1	1700000	1800000	0.21179624664879357	0.14430379746835442
79	GUT_GENOME144544_1	3300000	3400000	0.32439678284182305	0.23291139240506328
80	GUT_GENOME144544_1	300000	400000	0.21715817694369974	0.15949367088607594
81	GUT_GENOME144544_1	1600000	1700000	0.24932975871313673	0.17721518987341772
82	GUT_GENOME144544_1	3000000	3100000	0.19571045576407506	0.13164556962025317
83	GUT_GENOME144544_1	1900000	2000000	0.26005361930294907	0.1670886075949367
84	GUT_GENOME144544_1	4200000	4300000	0.20911528150134048	0.1620253164556962
85	GUT_GENOME144544_1	0	100000	0.19839142091152814	0.1569620253164557
86	GUT_GENOME144544_1	4700000	4800000	0.23056300268096513	0.15443037974683543
87	GUT_GENOME144544_1	4800000	4900000	0.2975871313672922	0.20253164556962025
88	GUT_GENOME144544_1	3400000	3500000	0.21179624664879357	0.1518987341772152
89	GUT_GENOME144544_1	3600000	3700000	0.24128686327077747	0.1620253164556962
90	GUT_GENOME144544_1	1100000	1200000	0.22788203753351208	0.1468354430379747
91	GUT_GENOME144544_1	600000	700000	0.24128686327077747	0.16962025316455695
92	GUT_GENOME144544_1	5000000	5100000	0.2386058981233244	0.1670886075949367
93	GUT_GENOME144544_1	1200000	1300000	0.26273458445040215	0.15443037974683543
94	GUT_GENOME144544_1	4400000	4500000	0.21715817694369974	0.14430379746835442
95	GUT_GENOME144544_1	4900000	5000000	0.24396782841823056	0.17468354430379746
96	GUT_GENOME144544_1	1400000	1500000	0.2734584450402145	0.16962025316455695
97	GUT_GENOME144544_1	2300000	2400000	0.21447721179624665	0.14177215189873418
98	GUT_GENOME144544_1	2600000	2700000	0.23056300268096513	0.17215189873417722
99	GUT_GENOME144544_1	2700000	2800000	0.23324396782841822	0.15443037974683543
100	GUT_GENOME144544_1	2800000	2900000	0.2707774798927614	0.17974683544303796
101	GUT_GENOME144544_1	3800000	3900000	0.2359249329758713	0.17215189873417722
102	GUT_GENOME144544_1	4600000	4700000	0.21447721179624665	0.15443037974683543
103	GUT_GENOME144544_1	5100000	5200000	0.21447721179624665	0.17215189873417722
104	GUT_GENOME144544_1	400000	500000	0.225201072386059	0.15443037974683543
105	GUT_GENOME144544_1	1000000	1100000	0.18230563002680966	0.1240506329113924
106	GUT_GENOME144544_1	800000	900000	0.20911528150134048	0.1291139240506329
107	GUT_GENOME144544_1	5200000	5300000	0.02680965147453083	0.015189873417721518
108	GUT_GENOME143712_1	2000000	2100000	0.4691689008042895	0.5063291139240507
109	GUT_GENOME143712_1	600000	700000	0.579088471849866	0.660759493670886
110	GUT_GENOME143712_1	3100000	3200000	0.5737265415549598	0.620253164556962
111	GUT_GENOME143712_1	0	100000	0.34048257372654156	0.4151898734177215
112	GUT_GENOME143712_1	100000	200000	0.4879356568364611	0.5341772151898734
113	GUT_GENOME143712_1	300000	400000	0.546916890080429	0.620253164556962
114	GUT_GENOME143712_1	1000000	1100000	0.5308310991957105	0.5746835443037974
115	GUT_GENOME143712_1	2400000	2500000	0.4101876675603217	0.47341772151898737
116	GUT_GENOME143712_1	800000	900000	0.5388739946380697	0.5924050632911393
117	GUT_GENOME143712_1	900000	1000000	0.41823056300268097	0.49873417721518987
118	GUT_GENOME143712_1	2800000	2900000	0.46112600536193027	0.5240506329113924
119	GUT_GENOME143712_1	1600000	1700000	0.43967828418230565	0.5367088607594936
120	GUT_GENOME143712_1	1100000	1200000	0.6434316353887399	0.6784810126582278
121	GUT_GENOME143712_1	3000000	3100000	0.5764075067024129	0.610126582278481
122	GUT_GENOME143712_1	1300000	1400000	0.48525469168900803	0.5316455696202531
123	GUT_GENOME143712_1	1400000	1500000	0.4772117962466488	0.5189873417721519
124	GUT_GENOME143712_1	3300000	3400000	0.3672922252010724	0.4708860759493671
125	GUT_GENOME143712_1	3200000	3300000	0.710455764075067	0.6987341772151898
126	GUT_GENOME143712_1	2300000	2400000	0.5630026809651475	0.589873417721519
127	GUT_GENOME143712_1	2200000	2300000	0.5335120643431636	0.5873417721518988
128	GUT_GENOME143712_1	2600000	2700000	0.24128686327077747	0.29620253164556964
129	GUT_GENOME143712_1	2700000	2800000	0.5067024128686327	0.5367088607594936
130	GUT_GENOME143712_1	2900000	3000000	0.5737265415549598	0.5949367088607594
131	GUT_GENOME143712_1	3400000	3500000	0.5120643431635389	0.5670886075949367
132	GUT_GENOME143712_1	200000	300000	0.5335120643431636	0.5645569620253165
133	GUT_GENOME143712_1	1200000	1300000	0.42359249329758714	0.5037974683544304
134	GUT_GENOME143712_1	1700000	1800000	0.38337801608579086	0.4177215189873418
135	GUT_GENOME143712_1	1800000	1900000	0.45308310991957107	0.5037974683544304
136	GUT_GENOME143712_1	400000	500000	0.48257372654155495	0.5316455696202531
137	GUT_GENOME143712_1	500000	600000	0.4772117962466488	0.5189873417721519
138	GUT_GENOME143712_1	700000	800000	0.4718498659517426	0.49873417721518987
139	GUT_GENOME143712_1	1500000	1600000	0.46112600536193027	0.5139240506329114
140	GUT_GENOME143712_1	1900000	2000000	0.45576407506702415	0.4962025316455696
141	GUT_GENOME143712_1	2100000	2200000	0.4316353887399464	0.47341772151898737
142	GUT_GENOME143712_1	2500000	2600000	0.38605898123324395	0.43291139240506327
143	GUT_GENOME143131_1	100000	200000	0.6621983914209115	0.6
144	GUT_GENOME143131_1	2300000	2400000	0.35656836461126007	0.24050632911392406
145	GUT_GENOME143131_1	300000	400000	0.34584450402144773	0.23291139240506328
146	GUT_GENOME143131_1	700000	800000	0.5067024128686327	0.34430379746835443
147	GUT_GENOME143131_1	1100000	1200000	0.36193029490616624	0.23544303797468355
148	GUT_GENOME143131_1	200000	300000	0.2975871313672922	0.1848101265822785
149	GUT_GENOME143131_1	900000	1000000	0.34048257372654156	0.23291139240506328
150	GUT_GENOME143131_1	2700000	2800000	0.353887399463807	0.27341772151898736
151	GUT_GENOME143131_1	2800000	2900000	0.35924932975871315	0.27341772151898736
152	GUT_GENOME143131_1	3100000	3200000	0.30831099195710454	0.20253164556962025
153	GUT_GENOME143131_1	1200000	1300000	0.36193029490616624	0.24050632911392406
154	GUT_GENOME143131_1	0	100000	0.24664879356568364	0.1189873417721519
155	GUT_GENOME143131_1	1300000	1400000	0.3136729222520107	0.1949367088607595
156	GUT_GENOME143131_1	2100000	2200000	0.3297587131367292	0.2430379746835443
157	GUT_GENOME143131_1	1400000	1500000	0.43699731903485256	0.30632911392405066
158	GUT_GENOME143131_1	1700000	1800000	0.3163538873994638	0.23037974683544304
159	GUT_GENOME143131_1	2000000	2100000	0.42359249329758714	0.3392405063291139
160	GUT_GENOME143131_1	1800000	1900000	0.35924932975871315	0.25063291139240507
161	GUT_GENOME143131_1	3200000	3300000	0.3512064343163539	0.22278481012658227
162	GUT_GENOME143131_1	400000	500000	0.36193029490616624	0.2607594936708861
163	GUT_GENOME143131_1	600000	700000	0.32439678284182305	0.19746835443037974
164	GUT_GENOME143131_1	1900000	2000000	0.32171581769436997	0.2379746835443038
165	GUT_GENOME143131_1	3400000	3500000	0.2225201072386059	0.1341772151898734
166	GUT_GENOME143131_1	1500000	1600000	0.3485254691689008	0.25063291139240507
167	GUT_GENOME143131_1	1600000	1700000	0.4316353887399464	0.3569620253164557
168	GUT_GENOME143131_1	2400000	2500000	0.2761394101876676	0.21265822784810126
169	GUT_GENOME143131_1	2500000	2600000	0.3163538873994638	0.24050632911392406
170	GUT_GENOME143131_1	3000000	3100000	0.3646112600536193	0.23037974683544304
171	GUT_GENOME143131_1	3300000	3400000	0.38873994638069703	0.25316455696202533
172	GUT_GENOME143131_1	800000	900000	0.3297587131367292	0.22531645569620254
173	GUT_GENOME143131_1	2200000	2300000	0.3780160857908847	0.26329113924050634
174	GUT_GENOME143131_1	2600000	2700000	0.36193029490616624	0.2683544303797468
175	GUT_GENOME143131_1	1000000	1100000	0.3297587131367292	0.1848101265822785
176	GUT_GENOME143131_1	2900000	3000000	0.5495978552278821	0.4835443037974684
177	GUT_GENOME143131_1	500000	600000	0.289544235924933	0.1949367088607595
178	GUT_GENOME096067_1	600000	700000	0.48257372654155495	0.5392405063291139
179	GUT_GENOME096067_1	1900000	2000000	0.5549597855227882	0.610126582278481
180	GUT_GENOME096067_1	1000000	1100000	0.6407506702412868	0.6936708860759494
181	GUT_GENOME096067_1	1300000	1400000	0.5522788203753352	0.5822784810126582
182	GUT_GENOME096067_1	200000	300000	0.46648793565683644	0.5088607594936709
183	GUT_GENOME096067_1	300000	400000	0.42091152815013405	0.4506329113924051
184	GUT_GENOME096067_1	2500000	2600000	0.44235924932975873	0.47848101265822784
185	GUT_GENOME096067_1	1200000	1300000	0.5415549597855228	0.6151898734177215
186	GUT_GENOME096067_1	2000000	2100000	0.48257372654155495	0.589873417721519
187	GUT_GENOME096067_1	500000	600000	0.4959785522788204	0.5265822784810127
188	GUT_GENOME096067_1	800000	900000	0.5120643431635389	0.5265822784810127
189	GUT_GENOME096067_1	900000	1000000	0.4906166219839142	0.5670886075949367
190	GUT_GENOME096067_1	1800000	1900000	0.45308310991957107	0.4835443037974684
191	GUT_GENOME096067_1	1600000	1700000	0.3699731903485255	0.41265822784810124
192	GUT_GENOME096067_1	2300000	2400000	0.41823056300268097	0.5215189873417722
193	GUT_GENOME096067_1	3100000	3200000	0.34316353887399464	0.3822784810126582
194	GUT_GENOME096067_1	3000000	3100000	0.3967828418230563	0.47341772151898737
195	GUT_GENOME096067_1	2400000	2500000	0.40214477211796246	0.46582278481012657
196	GUT_GENOME096067_1	2100000	2200000	0.35924932975871315	0.41265822784810124
197	GUT_GENOME096067_1	400000	500000	0.4718498659517426	0.4962025316455696
198	GUT_GENOME096067_1	1100000	1200000	0.43967828418230565	0.46835443037974683
199	GUT_GENOME096067_1	2700000	2800000	0.48257372654155495	0.5012658227848101
200	GUT_GENOME096067_1	700000	800000	0.41823056300268097	0.5063291139240507
201	GUT_GENOME096067_1	2200000	2300000	0.45308310991957107	0.47848101265822784
202	GUT_GENOME096067_1	1400000	1500000	0.3806970509383378	0.43037974683544306
203	GUT_GENOME096067_1	2600000	2700000	0.3672922252010724	0.43037974683544306
204	GUT_GENOME096067_1	1500000	1600000	0.4450402144772118	0.46835443037974683
205	GUT_GENOME096067_1	2900000	3000000	0.5093833780160858	0.5088607594936709
206	GUT_GENOME096067_1	1700000	1800000	0.26273458445040215	0.3341772151898734
207	GUT_GENOME096067_1	100000	200000	0.3780160857908847	0.41012658227848103
208	GUT_GENOME096067_1	0	100000	0.26273458445040215	0.28860759493670884
209	GUT_GENOME096067_1	2800000	2900000	0.35924932975871315	0.4
210	GUT_GENOME147149_1	600000	700000	0.2734584450402145	0.34177215189873417
211	GUT_GENOME147149_1	500000	600000	0.2546916890080429	0.34430379746835443
212	GUT_GENOME147149_1	400000	500000	0.26541554959785524	0.3569620253164557
213	GUT_GENOME147149_1	3000000	3100000	0.2680965147453083	0.39746835443037976
214	GUT_GENOME147149_1	1600000	1700000	0.34048257372654156	0.4708860759493671
215	GUT_GENOME147149_1	900000	1000000	0.2680965147453083	0.3493670886075949
216	GUT_GENOME147149_1	200000	300000	0.3726541554959786	0.46835443037974683
217	GUT_GENOME147149_1	2700000	2800000	0.21715817694369974	0.3037974683544304
218	GUT_GENOME147149_1	300000	400000	0.3109919571045576	0.4506329113924051
219	GUT_GENOME147149_1	1900000	2000000	0.5040214477211796	0.6303797468354431
220	GUT_GENOME147149_1	1700000	1800000	0.3378016085790885	0.40759493670886077
221	GUT_GENOME147149_1	1000000	1100000	0.3672922252010724	0.46329113924050636
222	GUT_GENOME147149_1	2300000	2400000	0.3324396782841823	0.4
223	GUT_GENOME147149_1	3100000	3200000	0.2359249329758713	0.2683544303797468
224	GUT_GENOME147149_1	3200000	3300000	0.11796246648793565	0.12658227848101267
225	GUT_GENOME147149_1	2500000	2600000	0.34316353887399464	0.41265822784810124
226	GUT_GENOME147149_1	700000	800000	0.24932975871313673	0.3493670886075949
227	GUT_GENOME147149_1	800000	900000	0.2761394101876676	0.34177215189873417
228	GUT_GENOME147149_1	2900000	3000000	0.24932975871313673	0.3265822784810127
229	GUT_GENOME147149_1	2800000	2900000	0.26273458445040215	0.3569620253164557
230	GUT_GENOME147149_1	2000000	2100000	0.2546916890080429	0.31139240506329113
231	GUT_GENOME147149_1	2200000	2300000	0.30563002680965146	0.43037974683544306
232	GUT_GENOME147149_1	1100000	1200000	0.3914209115281501	0.5468354430379747
233	GUT_GENOME147149_1	1800000	1900000	0.34316353887399464	0.37468354430379747
234	GUT_GENOME147149_1	1400000	1500000	0.34584450402144773	0.3721518987341772
235	GUT_GENOME147149_1	2400000	2500000	0.2975871313672922	0.42025316455696204
236	GUT_GENOME147149_1	2600000	2700000	0.2707774798927614	0.33164556962025316
237	GUT_GENOME147149_1	2100000	2200000	0.28418230563002683	0.369620253164557
238	GUT_GENOME147149_1	1200000	1300000	0.3806970509383378	0.43544303797468353
239	GUT_GENOME147149_1	1500000	1600000	0.3190348525469169	0.3569620253164557
240	GUT_GENOME147149_1	100000	200000	0.2064343163538874	0.26329113924050634
241	GUT_GENOME147149_1	1300000	1400000	0.3726541554959786	0.4860759493670886
242	GUT_GENOME147149_1	0	100000	0.16085790884718498	0.17215189873417722
243	GUT_GENOME096063_2	700000	800000	0.2359249329758713	0.10126582278481013
244	GUT_GENOME096063_2	200000	300000	0.22788203753351208	0.11392405063291139
245	GUT_GENOME096063_2	1400000	1500000	0.38873994638069703	0.18227848101265823
246	GUT_GENOME096063_2	1500000	1600000	0.3136729222520107	0.1949367088607595
247	GUT_GENOME096063_2	1200000	1300000	0.21179624664879357	0.08354430379746836
248	GUT_GENOME096063_2	1300000	1400000	0.20911528150134048	0.09620253164556962
249	GUT_GENOME096063_2	2400000	2500000	0.2868632707774799	0.18227848101265823
250	GUT_GENOME096063_2	1800000	1900000	0.21715817694369974	0.10632911392405063
251	GUT_GENOME096063_2	3100000	3200000	0.2037533512064343	0.10886075949367088
252	GUT_GENOME096063_2	1000000	1100000	0.24664879356568364	0.11645569620253164
253	GUT_GENOME096063_2	1100000	1200000	0.20107238605898123	0.08354430379746836
254	GUT_GENOME096063_2	1700000	1800000	0.2225201072386059	0.10379746835443038
255	GUT_GENOME096063_2	300000	400000	0.23056300268096513	0.1189873417721519
256	GUT_GENOME096063_2	1600000	1700000	0.19839142091152814	0.07341772151898734
257	GUT_GENOME096063_2	500000	600000	0.20911528150134048	0.09113924050632911
258	GUT_GENOME096063_2	2500000	2600000	0.3646112600536193	0.29620253164556964
259	GUT_GENOME096063_2	2200000	2300000	0.20911528150134048	0.08354430379746836
260	GUT_GENOME096063_2	2800000	2900000	0.19839142091152814	0.0810126582278481
261	GUT_GENOME096063_2	2600000	2700000	0.19571045576407506	0.08354430379746836
262	GUT_GENOME096063_2	2700000	2800000	0.21179624664879357	0.0810126582278481
263	GUT_GENOME096063_2	800000	900000	0.20911528150134048	0.0759493670886076
264	GUT_GENOME096063_2	100000	200000	0.24664879356568364	0.08607594936708861
265	GUT_GENOME096063_2	3000000	3100000	0.26005361930294907	0.1341772151898734
266	GUT_GENOME096063_2	400000	500000	0.21715817694369974	0.08860759493670886
267	GUT_GENOME096063_2	1900000	2000000	0.20911528150134048	0.07848101265822785
268	GUT_GENOME096063_2	0	100000	0.16353887399463807	0.09367088607594937
269	GUT_GENOME096063_2	2000000	2100000	0.21447721179624665	0.11645569620253164
270	GUT_GENOME096063_2	600000	700000	0.2359249329758713	0.10126582278481013
271	GUT_GENOME096063_2	2900000	3000000	0.19302949061662197	0.07848101265822785
272	GUT_GENOME096063_2	2300000	2400000	0.1903485254691689	0.08354430379746836
273	GUT_GENOME096063_2	3200000	3300000	0.2064343163538874	0.0810126582278481
274	GUT_GENOME096063_2	900000	1000000	0.20107238605898123	0.07848101265822785
275	GUT_GENOME096063_2	2100000	2200000	0.1447721179624665	0.09620253164556962
276	GUT_GENOME096063_2	3300000	3400000	0.058981233243967826	0.015189873417721518
277	GUT_GENOME147164_1	1000000	1100000	0.19839142091152814	0.1341772151898734
278	GUT_GENOME147164_1	1100000	1200000	0.2064343163538874	0.17721518987341772
279	GUT_GENOME147164_1	200000	300000	0.2520107238605898	0.1949367088607595
280	GUT_GENOME147164_1	2900000	3000000	0.3136729222520107	0.24556962025316456
281	GUT_GENOME147164_1	2700000	2800000	0.2359249329758713	0.189873417721519
282	GUT_GENOME147164_1	1500000	1600000	0.24396782841823056	0.16962025316455695
283	GUT_GENOME147164_1	900000	1000000	0.2225201072386059	0.1620253164556962
284	GUT_GENOME147164_1	1900000	2000000	0.289544235924933	0.23291139240506328
285	GUT_GENOME147164_1	2500000	2600000	0.24128686327077747	0.20759493670886076
286	GUT_GENOME147164_1	400000	500000	0.2868632707774799	0.25569620253164554
287	GUT_GENOME147164_1	0	100000	0.2975871313672922	0.22025316455696203
288	GUT_GENOME147164_1	100000	200000	0.24932975871313673	0.1848101265822785
289	GUT_GENOME147164_1	2200000	2300000	0.2225201072386059	0.19240506329113924
290	GUT_GENOME147164_1	1600000	1700000	0.21447721179624665	0.1468354430379747
291	GUT_GENOME147164_1	2600000	2700000	0.26541554959785524	0.22278481012658227
292	GUT_GENOME147164_1	2000000	2100000	0.28150134048257375	0.22531645569620254
293	GUT_GENOME147164_1	2400000	2500000	0.2734584450402145	0.21012658227848102
294	GUT_GENOME147164_1	1800000	1900000	0.3002680965147453	0.24050632911392406
295	GUT_GENOME147164_1	500000	600000	0.2064343163538874	0.19746835443037974
296	GUT_GENOME147164_1	2800000	2900000	0.2761394101876676	0.21265822784810126
297	GUT_GENOME147164_1	600000	700000	0.24664879356568364	0.20506329113924052
298	GUT_GENOME147164_1	1200000	1300000	0.20911528150134048	0.16962025316455695
299	GUT_GENOME147164_1	700000	800000	0.24128686327077747	0.20759493670886076
300	GUT_GENOME147164_1	1700000	1800000	0.24396782841823056	0.189873417721519
301	GUT_GENOME147164_1	2300000	2400000	0.3002680965147453	0.23291139240506328
302	GUT_GENOME147164_1	1400000	1500000	0.27882037533512066	0.25063291139240507
303	GUT_GENOME147164_1	800000	900000	0.28150134048257375	0.19746835443037974
304	GUT_GENOME147164_1	1300000	1400000	0.26273458445040215	0.20759493670886076
305	GUT_GENOME147164_1	2100000	2200000	0.2707774798927614	0.21518987341772153
306	GUT_GENOME147164_1	300000	400000	0.19302949061662197	0.1670886075949367
307	GUT_GENOME095938_1	800000	900000	0.19839142091152814	0.23544303797468355
308	GUT_GENOME095938_1	1500000	1600000	0.1447721179624665	0.17974683544303796
309	GUT_GENOME095938_1	1000000	1100000	0.2037533512064343	0.23544303797468355
310	GUT_GENOME095938_1	2300000	2400000	0.21715817694369974	0.27848101265822783
311	GUT_GENOME095938_1	900000	1000000	0.2761394101876676	0.33164556962025316
312	GUT_GENOME095938_1	2100000	2200000	0.24664879356568364	0.2582278481012658
313	GUT_GENOME095938_1	400000	500000	0.2225201072386059	0.27341772151898736
314	GUT_GENOME095938_1	500000	600000	0.24396782841823056	0.3367088607594937
315	GUT_GENOME095938_1	1200000	1300000	0.24396782841823056	0.31139240506329113
316	GUT_GENOME095938_1	2500000	2600000	0.2707774798927614	0.30886075949367087
317	GUT_GENOME095938_1	1600000	1700000	0.24396782841823056	0.33164556962025316
318	GUT_GENOME095938_1	1900000	2000000	0.28418230563002683	0.31645569620253167
319	GUT_GENOME095938_1	200000	300000	0.2546916890080429	0.2936708860759494
320	GUT_GENOME095938_1	2800000	2900000	0.32707774798927614	0.3594936708860759
321	GUT_GENOME095938_1	1700000	1800000	0.14209115281501342	0.1670886075949367
322	GUT_GENOME095938_1	0	100000	0.2734584450402145	0.3392405063291139
323	GUT_GENOME095938_1	300000	400000	0.26005361930294907	0.28607594936708863
324	GUT_GENOME095938_1	100000	200000	0.22788203753351208	0.2708860759493671
325	GUT_GENOME095938_1	600000	700000	0.1742627345844504	0.20506329113924052
326	GUT_GENOME095938_1	700000	800000	0.19839142091152814	0.1949367088607595
327	GUT_GENOME095938_1	1100000	1200000	0.21179624664879357	0.22278481012658227
328	GUT_GENOME095938_1	2000000	2100000	0.17158176943699732	0.2
329	GUT_GENOME095938_1	2200000	2300000	0.2975871313672922	0.3670886075949367
330	GUT_GENOME095938_1	2400000	2500000	0.21983914209115282	0.25063291139240507
331	GUT_GENOME095938_1	2600000	2700000	0.18230563002680966	0.22784810126582278
332	GUT_GENOME095938_1	2700000	2800000	0.2225201072386059	0.2708860759493671
333	GUT_GENOME095938_1	1800000	1900000	0.1903485254691689	0.22784810126582278
334	GUT_GENOME095938_1	1300000	1400000	0.19571045576407506	0.2481012658227848
335	GUT_GENOME095938_1	1400000	1500000	0.15281501340482573	0.13164556962025317
336	GUT_GENOME147678_1	1400000	1500000	0.4477211796246649	0.43037974683544306
337	GUT_GENOME147678_1	1600000	1700000	0.5361930294906166	0.5772151898734177
338	GUT_GENOME147678_1	300000	400000	0.4691689008042895	0.5468354430379747
339	GUT_GENOME147678_1	400000	500000	0.6729222520107239	0.6531645569620254
340	GUT_GENOME147678_1	1100000	1200000	0.5576407506702413	0.5848101265822785
341	GUT_GENOME147678_1	1700000	1800000	0.5040214477211796	0.5367088607594936
342	GUT_GENOME147678_1	700000	800000	0.5308310991957105	0.6025316455696202
343	GUT_GENOME147678_1	900000	1000000	0.6916890080428955	0.7544303797468355
344	GUT_GENOME147678_1	2700000	2800000	0.5817694369973191	0.6151898734177215
345	GUT_GENOME147678_1	1200000	1300000	0.517426273458445	0.5265822784810127
