,Sample,Frequency,COG,group,Function
75,3,0.01672085462145843,D,0,"D: Cell cycle control, cell division, chromosome partitioning"
76,3,0.08327914537854157,E,0,E: Amino acid transport and metabolism
77,3,0.03836507199256851,F,0,F: Nucleotide transport and metabolism
78,3,0.11778913144449606,G,0,G: Carbohydrate transport and metabolism
79,3,0.05452856479331166,H,0,H: Coenzyme transport and metabolism
80,3,0.026846261031119367,I,0,I: Lipid transport and metabolism
81,3,0.055132373432419876,J,0,"J: Translation, ribosomal structure and biogenesis"
82,3,0.08035299581978635,K,0,K: Transcription
83,3,0.077519739897817,L,0,"L: Replication, recombination and repair"
84,3,0.10111472364143057,M,0,M: Cell wall/membrane/envelope biogenesis
85,3,0.01156525777984208,N,0,N: Cell motility
86,3,0.03362749651648862,O,0,"O: Posttranslational modification, protein turnover, chaperones"
87,3,0.09052484904784022,P,0,P: Inorganic ion transport and metabolism
88,3,0.010543427775197399,Q,0,"Q: Secondary metabolites biosynthesis, transport and catabolism"
89,3,0.0,R,0,R: General function prediction only
90,3,0.0653506734788667,T,0,T: Signal transduction mechanisms
91,3,0.02772875058058523,U,0,"U: Intracellular trafficking, secretion, and vesicular transport"
92,3,0.03641430562006503,V,0,V: Defense mechanisms
93,3,0.00013934045517882026,W,0,W: Extracellular structures
94,3,0.0,Y,0,Y: Nuclear structure
95,3,0.00037157454714352065,Z,0,Z: Cytoskeleton
96,4,0.0,A,1,A: RNA processing and modification
97,4,0.0,B,1,B: Chromatin structure and dynamics
98,4,0.05837173579109063,C,1,C: Energy production and conversion
99,4,0.02304147465437788,D,1,"D: Cell cycle control, cell division, chromosome partitioning"
100,4,0.06835637480798772,E,1,E: Amino acid transport and metabolism
101,4,0.029953917050691243,F,1,F: Nucleotide transport and metabolism
102,4,0.10138248847926268,G,1,G: Carbohydrate transport and metabolism
103,4,0.029953917050691243,H,1,H: Coenzyme transport and metabolism
104,4,0.016897081413210446,I,1,I: Lipid transport and metabolism
105,4,0.06835637480798772,J,1,"J: Translation, ribosomal structure and biogenesis"
106,4,0.11981566820276497,K,1,K: Transcription
107,4,0.195852534562212,L,1,"L: Replication, recombination and repair"
108,4,0.06144393241167435,M,1,M: Cell wall/membrane/envelope biogenesis
109,4,0.01152073732718894,N,1,N: Cell motility
110,4,0.026881720430107527,O,1,"O: Posttranslational modification, protein turnover, chaperones"
111,4,0.05145929339477726,P,1,P: Inorganic ion transport and metabolism
112,4,0.009984639016897081,Q,1,"Q: Secondary metabolites biosynthesis, transport and catabolism"
113,4,0.0,R,1,R: General function prediction only
114,4,0.041474654377880185,T,1,T: Signal transduction mechanisms
115,4,0.02457757296466974,U,1,"U: Intracellular trafficking, secretion, and vesicular transport"
116,4,0.060675883256528416,V,1,V: Defense mechanisms
117,4,0.0,W,1,W: Extracellular structures
118,4,0.0,Y,1,Y: Nuclear structure
119,4,0.0,Z,1,Z: Cytoskeleton
120,5,0.0001343724805159903,A,1,A: RNA processing and modification
121,5,0.00040311744154797097,B,1,B: Chromatin structure and dynamics
122,5,0.06826122010212309,C,1,C: Energy production and conversion
123,5,0.020827734479978502,D,1,"D: Cell cycle control, cell division, chromosome partitioning"
124,5,0.08989518946519753,E,1,E: Amino acid transport and metabolism
125,5,0.04004299919376512,F,1,F: Nucleotide transport and metabolism
126,5,0.09473259876377318,G,1,G: Carbohydrate transport and metabolism
127,5,0.05307712980381618,H,1,H: Coenzyme transport and metabolism
128,5,0.031308787960225744,I,1,I: Lipid transport and metabolism
129,5,0.07565170653050256,J,1,"J: Translation, ribosomal structure and biogenesis"
130,5,0.08667024993281376,K,1,K: Transcription
131,5,0.10319806503628057,L,1,"L: Replication, recombination and repair"
132,5,0.09352324643912927,M,1,M: Cell wall/membrane/envelope biogenesis
133,5,0.00873421123353937,N,1,N: Cell motility
134,5,0.030636925557645793,O,1,"O: Posttranslational modification, protein turnover, chaperones"
135,5,0.07067992475141091,P,1,P: Inorganic ion transport and metabolism
136,5,0.01263101316850309,Q,1,"Q: Secondary metabolites biosynthesis, transport and catabolism"
137,5,0.0,R,1,R: General function prediction only
138,5,0.0499865627519484,T,1,T: Signal transduction mechanisms
139,5,0.03157753292125773,U,1,"U: Intracellular trafficking, secretion, and vesicular transport"
140,5,0.03762429454447729,V,1,V: Defense mechanisms
141,5,0.0001343724805159903,W,1,W: Extracellular structures
142,5,0.0,Y,1,Y: Nuclear structure
143,5,0.0002687449610319806,Z,1,Z: Cytoskeleton
144,6,0.0,A,1,A: RNA processing and modification
145,6,0.0,B,1,B: Chromatin structure and dynamics
146,6,0.03741496598639456,C,1,C: Energy production and conversion
147,6,0.02040816326530612,D,1,"D: Cell cycle control, cell division, chromosome partitioning"
148,6,0.04931972789115646,E,1,E: Amino acid transport and metabolism
149,6,0.02891156462585034,F,1,F: Nucleotide transport and metabolism
150,6,0.07312925170068027,G,1,G: Carbohydrate transport and metabolism
151,6,0.0391156462585034,H,1,H: Coenzyme transport and metabolism
152,6,0.017006802721088437,I,1,I: Lipid transport and metabolism
153,6,0.04591836734693878,J,1,"J: Translation, ribosomal structure and biogenesis"
154,6,0.10204081632653061,K,1,K: Transcription
155,6,0.23809523809523808,L,1,"L: Replication, recombination and repair"
156,6,0.07142857142857142,M,1,M: Cell wall/membrane/envelope biogenesis
157,6,0.015306122448979591,N,1,N: Cell motility
158,6,0.03741496598639456,O,1,"O: Posttranslational modification, protein turnover, chaperones"
159,6,0.06972789115646258,P,1,P: Inorganic ion transport and metabolism
160,6,0.01020408163265306,Q,1,"Q: Secondary metabolites biosynthesis, transport and catabolism"
161,6,0.0,R,1,R: General function prediction only
162,6,0.04591836734693878,T,1,T: Signal transduction mechanisms
163,6,0.03741496598639456,U,1,"U: Intracellular trafficking, secretion, and vesicular transport"
164,6,0.061224489795918366,V,1,V: Defense mechanisms
165,6,0.0,W,1,W: Extracellular structures
166,6,0.0,Y,1,Y: Nuclear structure
167,6,0.0,Z,1,Z: Cytoskeleton
168,7,0.0,A,1,A: RNA processing and modification
169,7,0.0009615384615384616,B,1,B: Chromatin structure and dynamics
170,7,0.05432692307692308,C,1,C: Energy production and conversion
171,7,0.026923076923076925,D,1,"D: Cell cycle control, cell division, chromosome partitioning"
172,7,0.07019230769230769,E,1,E: Amino acid transport and metabolism
173,7,0.03125,F,1,F: Nucleotide transport and metabolism
174,7,0.08317307692307692,G,1,G: Carbohydrate transport and metabolism
175,7,0.03798076923076923,H,1,H: Coenzyme transport and metabolism
176,7,0.020192307692307693,I,1,I: Lipid transport and metabolism
177,7,0.12596153846153846,J,1,"J: Translation, ribosomal structure and biogenesis"
178,7,0.09375,K,1,K: Transcription
179,7,0.16201923076923078,L,1,"L: Replication, recombination and repair"
180,7,0.075,M,1,M: Cell wall/membrane/envelope biogenesis
181,7,0.007211538461538462,N,1,N: Cell motility
182,7,0.03317307692307692,O,1,"O: Posttranslational modification, protein turnover, chaperones"
183,7,0.046153846153846156,P,1,P: Inorganic ion transport and metabolism
184,7,0.009615384615384616,Q,1,"Q: Secondary metabolites biosynthesis, transport and catabolism"
185,7,0.0,R,1,R: General function prediction only
186,7,0.036057692307692304,T,1,T: Signal transduction mechanisms
187,7,0.05384615384615385,U,1,"U: Intracellular trafficking, secretion, and vesicular transport"
188,7,0.03221153846153846,V,1,V: Defense mechanisms
189,7,0.0,W,1,W: Extracellular structures
190,7,0.0,Y,1,Y: Nuclear structure
191,7,0.0,Z,1,Z: Cytoskeleton
192,8,0.0,A,1,A: RNA processing and modification
193,8,0.0,B,1,B: Chromatin structure and dynamics
194,8,0.05075406032482599,C,1,C: Energy production and conversion
195,8,0.018851508120649653,D,1,"D: Cell cycle control, cell division, chromosome partitioning"
196,8,0.06612529002320186,E,1,E: Amino acid transport and metabolism
197,8,0.03074245939675174,F,1,F: Nucleotide transport and metabolism
198,8,0.0675754060324826,G,1,G: Carbohydrate transport and metabolism
199,8,0.036832946635730855,H,1,H: Coenzyme transport and metabolism
200,8,0.020011600928074247,I,1,I: Lipid transport and metabolism
201,8,0.05075406032482599,J,1,"J: Translation, ribosomal structure and biogenesis"
202,8,0.13312064965197215,K,1,K: Transcription
203,8,0.23375870069605567,L,1,"L: Replication, recombination and repair"
204,8,0.05916473317865429,M,1,M: Cell wall/membrane/envelope biogenesis
205,8,0.0075406032482598605,N,1,N: Cell motility
206,8,0.026392111368909513,O,1,"O: Posttranslational modification, protein turnover, chaperones"
207,8,0.05278422273781903,P,1,P: Inorganic ion transport and metabolism
208,8,0.014501160092807424,Q,1,"Q: Secondary metabolites biosynthesis, transport and catabolism"
209,8,0.0,R,1,R: General function prediction only
210,8,0.04814385150812065,T,1,T: Signal transduction mechanisms
211,8,0.04031322505800464,U,1,"U: Intracellular trafficking, secretion, and vesicular transport"
212,8,0.04263341067285383,V,1,V: Defense mechanisms
213,8,0.0,W,1,W: Extracellular structures
214,8,0.0,Y,1,Y: Nuclear structure
215,8,0.0,Z,1,Z: Cytoskeleton
216,9,0.0,A,1,A: RNA processing and modification
217,9,0.0,B,1,B: Chromatin structure and dynamics
218,9,0.06229860365198711,C,1,C: Energy production and conversion
219,9,0.022556390977443608,D,1,"D: Cell cycle control, cell division, chromosome partitioning"
220,9,0.06713211600429646,E,1,E: Amino acid transport and metabolism
221,9,0.03276047261009667,F,1,F: Nucleotide transport and metabolism
222,9,0.09344790547798067,G,1,G: Carbohydrate transport and metabolism
223,9,0.04189044038668099,H,1,H: Coenzyme transport and metabolism
224,9,0.01987110633727175,I,1,I: Lipid transport and metabolism
225,9,0.04779806659505908,J,1,"J: Translation, ribosomal structure and biogenesis"
226,9,0.11170784103114931,K,1,K: Transcription
227,9,0.19172932330827067,L,1,"L: Replication, recombination and repair"
228,9,0.08002148227712137,M,1,M: Cell wall/membrane/envelope biogenesis
229,9,0.008055853920515575,N,1,N: Cell motility
230,9,0.027926960257787327,O,1,"O: Posttranslational modification, protein turnover, chaperones"
231,9,0.06068743286788399,P,1,P: Inorganic ion transport and metabolism
232,9,0.01020408163265306,Q,1,"Q: Secondary metabolites biosynthesis, transport and catabolism"
233,9,0.0,R,1,R: General function prediction only
234,9,0.050483351235230935,T,1,T: Signal transduction mechanisms
235,9,0.03007518796992481,U,1,"U: Intracellular trafficking, secretion, and vesicular transport"
236,9,0.04081632653061224,V,1,V: Defense mechanisms
237,9,0.0,W,1,W: Extracellular structures
238,9,0.0,Y,1,Y: Nuclear structure
239,9,0.0005370569280343716,Z,1,Z: Cytoskeleton
240,10,0.0009285051067780873,A,0,A: RNA processing and modification
241,10,0.0,B,0,B: Chromatin structure and dynamics
242,10,0.05540080470442588,C,0,C: Energy production and conversion
243,10,0.016094088517486844,D,0,"D: Cell cycle control, cell division, chromosome partitioning"
244,10,0.08108944599195296,E,0,E: Amino acid transport and metabolism
245,10,0.04580625193438564,F,0,F: Nucleotide transport and metabolism
246,10,0.10770659238625813,G,0,G: Carbohydrate transport and metabolism
247,10,0.05385329619312906,H,0,H: Coenzyme transport and metabolism
248,10,0.022284122562674095,I,0,I: Lipid transport and metabolism
249,10,0.04178272980501393,J,0,"J: Translation, ribosomal structure and biogenesis"
250,10,0.09130300216651191,K,0,K: Transcription
251,10,0.14917982048901268,L,0,"L: Replication, recombination and repair"
252,10,0.09099350046425256,M,0,M: Cell wall/membrane/envelope biogenesis
253,10,0.00897554936552151,N,0,N: Cell motility
254,10,0.02661714639430517,O,0,"O: Posttranslational modification, protein turnover, chaperones"
255,10,0.07892293407613742,P,0,P: Inorganic ion transport and metabolism
256,10,0.012999071494893221,Q,0,"Q: Secondary metabolites biosynthesis, transport and catabolism"
257,10,0.0,R,0,R: General function prediction only
258,10,0.05013927576601671,T,0,T: Signal transduction mechanisms
259,10,0.02816465490560198,U,0,"U: Intracellular trafficking, secretion, and vesicular transport"
260,10,0.03744970597338285,V,0,V: Defense mechanisms
261,10,0.00030950170225936243,W,0,W: Extracellular structures
262,10,0.0,Y,0,Y: Nuclear structure
263,10,0.0,Z,0,Z: Cytoskeleton
264,11,0.0,A,1,A: RNA processing and modification
265,11,0.0,B,1,B: Chromatin structure and dynamics
266,11,0.04042806183115339,C,1,C: Energy production and conversion
267,11,0.02140309155766944,D,1,"D: Cell cycle control, cell division, chromosome partitioning"
268,11,0.06302021403091558,E,1,E: Amino acid transport and metabolism
269,11,0.04042806183115339,F,1,F: Nucleotide transport and metabolism
270,11,0.07015457788347206,G,1,G: Carbohydrate transport and metabolism
271,11,0.02794292508917955,H,1,H: Coenzyme transport and metabolism
272,11,0.017241379310344827,I,1,I: Lipid transport and metabolism
273,11,0.04756242568370987,J,1,"J: Translation, ribosomal structure and biogenesis"
274,11,0.12841854934601665,K,1,K: Transcription
275,11,0.22175980975029727,L,1,"L: Replication, recombination and repair"
276,11,0.07015457788347206,M,1,M: Cell wall/membrane/envelope biogenesis
277,11,0.013674197384066587,N,1,N: Cell motility
278,11,0.03151010701545779,O,1,"O: Posttranslational modification, protein turnover, chaperones"
279,11,0.04637336504161712,P,1,P: Inorganic ion transport and metabolism
280,11,0.01248513674197384,Q,1,"Q: Secondary metabolites biosynthesis, transport and catabolism"
281,11,0.0,R,1,R: General function prediction only
282,11,0.054696789536266346,T,1,T: Signal transduction mechanisms
283,11,0.03983353151010702,U,1,"U: Intracellular trafficking, secretion, and vesicular transport"
284,11,0.05291319857312723,V,1,V: Defense mechanisms
285,11,0.0,W,1,W: Extracellular structures
286,11,0.0,Y,1,Y: Nuclear structure
287,11,0.0,Z,1,Z: Cytoskeleton
288,12,0.0,A,0,A: RNA processing and modification
289,12,0.00033400133600534405,B,0,B: Chromatin structure and dynamics
290,12,0.045090180360721446,C,0,C: Energy production and conversion
291,12,0.01736806947227789,D,0,"D: Cell cycle control, cell division, chromosome partitioning"
292,12,0.0644622578490314,E,0,E: Amino acid transport and metabolism
293,12,0.033400133600534405,F,0,F: Nucleotide transport and metabolism
294,12,0.07849031396125584,G,0,G: Carbohydrate transport and metabolism
295,12,0.03707414829659319,H,0,H: Coenzyme transport and metabolism
296,12,0.01603206412825651,I,0,I: Lipid transport and metabolism
297,12,0.055444221776887105,J,0,"J: Translation, ribosomal structure and biogenesis"
298,12,0.1342685370741483,K,0,K: Transcription
299,12,0.22979291917167669,L,0,"L: Replication, recombination and repair"
300,12,0.05477621910487642,M,0,M: Cell wall/membrane/envelope biogenesis
301,12,0.01169004676018704,N,0,N: Cell motility
302,12,0.025384101536406144,O,0,"O: Posttranslational modification, protein turnover, chaperones"
303,12,0.045090180360721446,P,0,P: Inorganic ion transport and metabolism
304,12,0.012358049432197728,Q,0,"Q: Secondary metabolites biosynthesis, transport and catabolism"
305,12,0.0,R,0,R: General function prediction only
306,12,0.06546426185704743,T,0,T: Signal transduction mechanisms
307,12,0.03006012024048096,U,0,"U: Intracellular trafficking, secretion, and vesicular transport"
308,12,0.04308617234468938,V,0,V: Defense mechanisms
309,12,0.00033400133600534405,W,0,W: Extracellular structures
310,12,0.0,Y,0,Y: Nuclear structure
311,12,0.0,Z,0,Z: Cytoskeleton
312,13,0.0001169864295741694,A,0,A: RNA processing and modification
313,13,0.0,B,0,B: Chromatin structure and dynamics
314,13,0.06621431913897988,C,0,C: Energy production and conversion
315,13,0.02304632662611137,D,0,"D: Cell cycle control, cell division, chromosome partitioning"
316,13,0.08773982218062705,E,0,E: Amino acid transport and metabolism
317,13,0.04141319606925597,F,0,F: Nucleotide transport and metabolism
318,13,0.09370613008890968,G,0,G: Carbohydrate transport and metabolism
319,13,0.04831539541413196,H,0,H: Coenzyme transport and metabolism
320,13,0.02690687880205896,I,0,I: Lipid transport and metabolism
321,13,0.07323350491343004,J,0,"J: Translation, ribosomal structure and biogenesis"
322,13,0.09148338792700046,K,0,K: Transcription
323,13,0.11335985025737015,L,0,"L: Replication, recombination and repair"
324,13,0.09124941506785213,M,0,M: Cell wall/membrane/envelope biogenesis
325,13,0.015325222274216191,N,0,N: Cell motility
326,13,0.03275620028076743,O,0,"O: Posttranslational modification, protein turnover, chaperones"
327,13,0.06375760411792232,P,0,P: Inorganic ion transport and metabolism
328,13,0.010879737950397754,Q,0,"Q: Secondary metabolites biosynthesis, transport and catabolism"
329,13,0.0,R,0,R: General function prediction only
330,13,0.05381375760411792,T,0,T: Signal transduction mechanisms
331,13,0.027842770238652316,U,0,"U: Intracellular trafficking, secretion, and vesicular transport"
332,13,0.038137576041179226,V,0,V: Defense mechanisms
333,13,0.00035095928872250817,W,0,W: Extracellular structures
334,13,0.0,Y,0,Y: Nuclear structure
335,13,0.00035095928872250817,Z,0,Z: Cytoskeleton
336,14,0.0,A,0,A: RNA processing and modification
337,14,0.0,B,0,B: Chromatin structure and dynamics
338,14,0.07394300614639597,C,0,C: Energy production and conversion
339,14,0.026448128143043398,D,0,"D: Cell cycle control, cell division, chromosome partitioning"
340,14,0.07506053268765134,E,0,E: Amino acid transport and metabolism
341,14,0.036878375861426706,F,0,F: Nucleotide transport and metabolism
342,14,0.08772583348854535,G,0,G: Carbohydrate transport and metabolism
343,14,0.0428385174147886,H,0,H: Coenzyme transport and metabolism
344,14,0.024026820636990128,I,0,I: Lipid transport and metabolism
345,14,0.07822685788787484,J,0,"J: Translation, ribosomal structure and biogenesis"
346,14,0.10542000372508847,K,0,K: Transcription
347,14,0.1408083441981747,L,0,"L: Replication, recombination and repair"
348,14,0.08269696405289625,M,0,M: Cell wall/membrane/envelope biogenesis
349,14,0.009685230024213076,N,0,N: Cell motility
350,14,0.03631961259079903,O,0,"O: Posttranslational modification, protein turnover, chaperones"
351,14,0.05271000186254424,P,0,P: Inorganic ion transport and metabolism
352,14,0.013782827342149376,Q,0,"Q: Secondary metabolites biosynthesis, transport and catabolism"
353,14,0.0,R,0,R: General function prediction only
354,14,0.04861240454460793,T,0,T: Signal transduction mechanisms
355,14,0.026448128143043398,U,0,"U: Intracellular trafficking, secretion, and vesicular transport"
356,14,0.03780964797913951,V,0,V: Defense mechanisms
357,14,0.0,W,0,W: Extracellular structures
358,14,0.0,Y,0,Y: Nuclear structure
359,14,0.0005587632706276774,Z,0,Z: Cytoskeleton
360,15,0.0,A,0,A: RNA processing and modification
361,15,0.0,B,0,B: Chromatin structure and dynamics
362,15,0.045053003533568906,C,0,C: Energy production and conversion
363,15,0.015017667844522967,D,0,"D: Cell cycle control, cell division, chromosome partitioning"
364,15,0.05697879858657244,E,0,E: Amino acid transport and metabolism
365,15,0.04107773851590106,F,0,F: Nucleotide transport and metabolism
366,15,0.07641342756183746,G,0,G: Carbohydrate transport and metabolism
367,15,0.03268551236749117,H,0,H: Coenzyme transport and metabolism
368,15,0.028268551236749116,I,0,I: Lipid transport and metabolism
369,15,0.05786219081272085,J,0,"J: Translation, ribosomal structure and biogenesis"
370,15,0.11837455830388692,K,0,K: Transcription
371,15,0.23409893992932862,L,0,"L: Replication, recombination and repair"
372,15,0.05697879858657244,M,0,M: Cell wall/membrane/envelope biogenesis
373,15,0.010159010600706713,N,0,N: Cell motility
374,15,0.022084805653710248,O,0,"O: Posttranslational modification, protein turnover, chaperones"
375,15,0.0446113074204947,P,0,P: Inorganic ion transport and metabolism
376,15,0.0176678445229682,Q,0,"Q: Secondary metabolites biosynthesis, transport and catabolism"
377,15,0.0,R,0,R: General function prediction only
378,15,0.054770318021201414,T,0,T: Signal transduction mechanisms
379,15,0.045053003533568906,U,0,"U: Intracellular trafficking, secretion, and vesicular transport"
380,15,0.03931095406360424,V,0,V: Defense mechanisms
381,15,0.0035335689045936395,W,0,W: Extracellular structures
382,15,0.0,Y,0,Y: Nuclear structure
383,15,0.0,Z,0,Z: Cytoskeleton
384,16,0.0,A,0,A: RNA processing and modification
385,16,0.0,B,0,B: Chromatin structure and dynamics
386,16,0.04455445544554455,C,0,C: Energy production and conversion
387,16,0.028052805280528052,D,0,"D: Cell cycle control, cell division, chromosome partitioning"
388,16,0.0594059405940594,E,0,E: Amino acid transport and metabolism
389,16,0.028877887788778877,F,0,F: Nucleotide transport and metabolism
390,16,0.07755775577557755,G,0,G: Carbohydrate transport and metabolism
391,16,0.04207920792079208,H,0,H: Coenzyme transport and metabolism
392,16,0.019801980198019802,I,0,I: Lipid transport and metabolism
393,16,0.0594059405940594,J,0,"J: Translation, ribosomal structure and biogenesis"
394,16,0.11551155115511551,K,0,K: Transcription
395,16,0.2103960396039604,L,0,"L: Replication, recombination and repair"
396,16,0.07425742574257425,M,0,M: Cell wall/membrane/envelope biogenesis
397,16,0.012376237623762377,N,0,N: Cell motility
398,16,0.02557755775577558,O,0,"O: Posttranslational modification, protein turnover, chaperones"
399,16,0.054455445544554455,P,0,P: Inorganic ion transport and metabolism
400,16,0.012376237623762377,Q,0,"Q: Secondary metabolites biosynthesis, transport and catabolism"
401,16,0.0,R,0,R: General function prediction only
402,16,0.054455445544554455,T,0,T: Signal transduction mechanisms
403,16,0.027227722772277228,U,0,"U: Intracellular trafficking, secretion, and vesicular transport"
404,16,0.05363036303630363,V,0,V: Defense mechanisms
405,16,0.0,W,0,W: Extracellular structures
406,16,0.0,Y,0,Y: Nuclear structure
407,16,0.0,Z,0,Z: Cytoskeleton
408,17,0.0,A,1,A: RNA processing and modification
409,17,0.0,B,1,B: Chromatin structure and dynamics
410,17,0.05309278350515464,C,1,C: Energy production and conversion
411,17,0.021134020618556702,D,1,"D: Cell cycle control, cell division, chromosome partitioning"
412,17,0.0634020618556701,E,1,E: Amino acid transport and metabolism
413,17,0.03814432989690722,F,1,F: Nucleotide transport and metabolism
414,17,0.07989690721649484,G,1,G: Carbohydrate transport and metabolism
415,17,0.03711340206185567,H,1,H: Coenzyme transport and metabolism
416,17,0.02268041237113402,I,1,I: Lipid transport and metabolism
417,17,0.04896907216494845,J,1,"J: Translation, ribosomal structure and biogenesis"
418,17,0.11494845360824742,K,1,K: Transcription
419,17,0.19072164948453607,L,1,"L: Replication, recombination and repair"
420,17,0.08247422680412371,M,1,M: Cell wall/membrane/envelope biogenesis
421,17,0.010824742268041237,N,1,N: Cell motility
422,17,0.02422680412371134,O,1,"O: Posttranslational modification, protein turnover, chaperones"
423,17,0.060309278350515465,P,1,P: Inorganic ion transport and metabolism
424,17,0.01288659793814433,Q,1,"Q: Secondary metabolites biosynthesis, transport and catabolism"
425,17,0.0,R,1,R: General function prediction only
426,17,0.042783505154639176,T,1,T: Signal transduction mechanisms
427,17,0.03917525773195876,U,1,"U: Intracellular trafficking, secretion, and vesicular transport"
428,17,0.05721649484536082,V,1,V: Defense mechanisms
429,17,0.0,W,1,W: Extracellular structures
430,17,0.0,Y,1,Y: Nuclear structure
431,17,0.0,Z,1,Z: Cytoskeleton
432,18,0.0,A,1,A: RNA processing and modification
433,18,0.0,B,1,B: Chromatin structure and dynamics
434,18,0.04376548307184145,C,1,C: Energy production and conversion
435,18,0.010734929810074319,D,1,"D: Cell cycle control, cell division, chromosome partitioning"
436,18,0.07018992568125516,E,1,E: Amino acid transport and metabolism
437,18,0.03468208092485549,F,1,F: Nucleotide transport and metabolism
438,18,0.08009909165978531,G,1,G: Carbohydrate transport and metabolism
